province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Singapore,2020-01-26,,,,4,,,,,,
,Vietnam,2020-01-26,,,,2,,,,,,
,Malaysia,2020-01-26,,,,4,,,,,,
,Brunei,2020-09-16,4.5353,114.7277,POINT(114.7277 4.5353),145,3,139,3,,,Brunei
,Burma,2020-09-16,21.9162,95.956,POINT(95.956 21.9162),3894,46,908,2940,,,Burma
,Cambodia,2020-09-16,11.55,104.9167,POINT(104.9167 11.55),275,0,274,1,,,Cambodia
,Indonesia,2020-09-16,-0.7893,113.9213,POINT(113.9213 -0.7893),228993,9100,164101,55792,,,Indonesia
,Laos,2020-09-16,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-09-16,4.2104839999999992,101.975766,POINT(101.975766 4.210484),10031,128,9235,668,,,Malaysia
,Philippines,2020-09-16,12.879721,121.774017,POINT(121.774017 12.879721),272934,4732,207858,60344,,,Philippines
,Singapore,2020-09-16,1.2833,103.8333,POINT(103.8333 1.2833),57514,27,56955,532,,,Singapore
,Thailand,2020-09-16,15.870032,100.992541,POINT(100.992541 15.870032),3490,58,3325,107,,,Thailand
,Timor-Leste,2020-09-16,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,26,1,,,Timor-Leste
,Vietnam,2020-09-16,14.058324,108.277199,POINT(108.277199 14.058324),1063,35,936,92,,,Vietnam
,Singapore,2020-02-15,,,,72,0,18,,,,
,Thailand,2020-02-15,,,,33,0,12,,,,
,Malaysia,2020-02-15,,,,22,0,7,,,,
,Vietnam,2020-02-15,,,,16,0,7,,,,
,Philippines,2020-02-15,,,,3,1,1,,,,
,Cambodia,2020-02-15,,,,1,0,1,,,,
,Singapore,2020-02-05,,,,28,0,0,,,,
,Thailand,2020-02-05,,,,25,0,5,,,,
,Malaysia,2020-02-05,,,,12,0,0,,,,
,Vietnam,2020-02-05,,,,8,0,1,,,,
,Philippines,2020-02-05,,,,2,1,0,,,,
,Cambodia,2020-02-05,,,,1,0,0,,,,
,Brunei,2020-03-28,4.5353,114.7277,POINT(114.7277 4.5353),120,1,25,94,,,Brunei
,Burma,2020-03-28,21.9162,95.956,POINT(95.956 21.9162),8,0,0,8,,,Burma
,Cambodia,2020-03-28,11.55,104.9167,POINT(104.9167 11.55),99,0,13,86,,,Cambodia
,Indonesia,2020-03-28,-0.7893,113.9213,POINT(113.9213 -0.7893),1155,102,59,994,,,Indonesia
,Laos,2020-03-28,19.85627,102.495496,POINT(102.495496 19.85627),8,0,0,8,,,Laos
,Malaysia,2020-03-28,4.210484,101.975766,POINT(101.975766 4.210484),2320,27,320,1973,,,Malaysia
,Philippines,2020-03-28,12.879721,121.774017,POINT(121.774017 12.879721),1075,68,35,972,,,Philippines
,Singapore,2020-03-28,1.2833,103.8333,POINT(103.8333 1.2833),802,2,198,602,,,Singapore
,Thailand,2020-03-28,15.870032,100.992541,POINT(100.992541 15.870032),1245,6,97,1142,,,Thailand
,Timor-Leste,2020-03-28,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-03-28,14.058324,108.277199,POINT(108.277199 14.058324),174,0,21,153,,,Vietnam
,Brunei,2020-07-28,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-28,21.9162,95.956,POINT(95.956 21.9162),351,6,293,52,,,Burma
,Cambodia,2020-07-28,11.55,104.9167,POINT(104.9167 11.55),226,0,147,79,,,Cambodia
,Indonesia,2020-07-28,-0.7893,113.9213,POINT(113.9213 -0.7893),102051,4901,60539,36611,,,Indonesia
,Laos,2020-07-28,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-07-28,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8943,124,8607,212,,,Malaysia
,Philippines,2020-07-28,12.879721,121.774017,POINT(121.774017 12.879721),83673,1947,26617,55109,,,Philippines
,Singapore,2020-07-28,1.2833,103.8333,POINT(103.8333 1.2833),51197,27,45893,5277,,,Singapore
,Thailand,2020-07-28,15.870032,100.992541,POINT(100.992541 15.870032),3297,58,3111,128,,,Thailand
,Timor-Leste,2020-07-28,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-28,14.058324,108.277199,POINT(108.277199 14.058324),446,0,369,77,,,Vietnam
,Brunei,2020-04-01,4.5353,114.7277,POINT(114.7277 4.5353),131,1,52,78,,,Brunei
,Burma,2020-04-01,21.9162,95.956,POINT(95.956 21.9162),15,1,0,14,,,Burma
,Cambodia,2020-04-01,11.55,104.9167,POINT(104.9167 11.55),109,0,25,84,,,Cambodia
,Indonesia,2020-04-01,-0.7893,113.9213,POINT(113.9213 -0.7893),1677,157,103,1417,,,Indonesia
,Laos,2020-04-01,19.856270000000002,102.495496,POINT(102.495496 19.85627),10,0,0,10,,,Laos
,Malaysia,2020-04-01,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),2908,45,645,2218,,,Malaysia
,Philippines,2020-04-01,12.879721,121.77401699999999,POINT(121.774017 12.879721),2311,96,50,2165,,,Philippines
,Singapore,2020-04-01,1.2833,103.8333,POINT(103.8333 1.2833),1000,3,245,752,,,Singapore
,Thailand,2020-04-01,15.870032,100.992541,POINT(100.992541 15.870032),1771,12,505,1254,,,Thailand
,Timor-Leste,2020-04-01,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-04-01,14.058323999999999,108.277199,POINT(108.277199 14.058324),218,0,63,155,,,Vietnam
,Brunei,2020-04-04,4.5353,114.7277,POINT(114.7277 4.5353),135,1,66,68,,,Brunei
,Burma,2020-04-04,21.9162,95.956,POINT(95.956 21.9162),21,1,0,20,,,Burma
,Cambodia,2020-04-04,11.55,104.9167,POINT(104.9167 11.55),114,0,50,64,,,Cambodia
,Indonesia,2020-04-04,-0.7893,113.9213,POINT(113.9213 -0.7893),2092,191,150,1751,,,Indonesia
,Laos,2020-04-04,19.85627,102.495496,POINT(102.495496 19.85627),10,0,0,10,,,Laos
,Malaysia,2020-04-04,4.210484,101.975766,POINT(101.975766 4.210484),3483,57,915,2511,,,Malaysia
,Philippines,2020-04-04,12.879721,121.774017,POINT(121.774017 12.879721),3094,144,57,2893,,,Philippines
,Singapore,2020-04-04,1.2833,103.8333,POINT(103.8333 1.2833),1189,6,297,886,,,Singapore
,Thailand,2020-04-04,15.870032,100.992541,POINT(100.992541 15.870032),2067,20,674,1373,,,Thailand
,Timor-Leste,2020-04-04,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-04-04,14.058324,108.277199,POINT(108.277199 14.058324),240,0,90,150,,,Vietnam
,Brunei,2020-07-25,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-25,21.9162,95.956,POINT(95.956 21.9162),348,6,288,54,,,Burma
,Cambodia,2020-07-25,11.55,104.9167,POINT(104.9167 11.55),225,0,143,82,,,Cambodia
,Indonesia,2020-07-25,-0.7893,113.9213,POINT(113.9213 -0.7893),97286,4714,55354,37218,,,Indonesia
,Laos,2020-07-25,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-07-25,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8884,123,8594,167,,,Malaysia
,Philippines,2020-07-25,12.879721,121.774017,POINT(121.774017 12.879721),78412,1897,25752,50763,,,Philippines
,Singapore,2020-07-25,1.2833,103.8333,POINT(103.8333 1.2833),49888,27,45352,4509,,,Singapore
,Thailand,2020-07-25,15.870032,100.992541,POINT(100.992541 15.870032),3282,58,3109,115,,,Thailand
,Timor-Leste,2020-07-25,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-25,14.058324,108.277199,POINT(108.277199 14.058324),417,0,365,52,,,Vietnam
,Brunei,2020-09-19,4.5353,114.7277,POINT(114.7277 4.5353),145,3,142,0,,,Brunei
,Burma,2020-09-19,21.9162,95.956,POINT(95.956 21.9162),5263,81,1188,3994,,,Burma
,Cambodia,2020-09-19,11.55,104.9167,POINT(104.9167 11.55),275,0,274,1,,,Cambodia
,Indonesia,2020-09-19,-0.7893,113.9213,POINT(113.9213 -0.7893),240687,9448,174350,56889,,,Indonesia
,Laos,2020-09-19,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-09-19,4.2104839999999992,101.975766,POINT(101.975766 4.210484),10167,130,9315,722,,,Malaysia
,Philippines,2020-09-19,12.879721,121.774017,POINT(121.774017 12.879721),283460,4930,209885,68645,,,Philippines
,Singapore,2020-09-19,1.2833,103.8333,POINT(103.8333 1.2833),57558,27,57142,389,,,Singapore
,Thailand,2020-09-19,15.870032,100.992541,POINT(100.992541 15.870032),3506,59,3340,107,,,Thailand
,Timor-Leste,2020-09-19,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,26,1,,,Timor-Leste
,Vietnam,2020-09-19,14.058324,108.277199,POINT(108.277199 14.058324),1068,35,942,91,,,Vietnam
,Brunei,2020-04-07,4.5353,114.7277,POINT(114.7277 4.5353),135,1,85,49,,,Brunei
,Burma,2020-04-07,21.9162,95.956,POINT(95.956 21.9162),22,1,0,21,,,Burma
,Cambodia,2020-04-07,11.55,104.9167,POINT(104.9167 11.55),115,0,58,57,,,Cambodia
,Indonesia,2020-04-07,-0.7893,113.9213,POINT(113.9213 -0.7893),2738,221,204,2313,,,Indonesia
,Laos,2020-04-07,19.856270000000002,102.495496,POINT(102.495496 19.85627),14,0,0,14,,,Laos
,Malaysia,2020-04-07,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),3963,63,1321,2579,,,Malaysia
,Philippines,2020-04-07,12.879721,121.77401699999999,POINT(121.774017 12.879721),3764,177,84,3503,,,Philippines
,Singapore,2020-04-07,1.2833,103.8333,POINT(103.8333 1.2833),1481,6,377,1098,,,Singapore
,Thailand,2020-04-07,15.870032,100.992541,POINT(100.992541 15.870032),2258,27,888,1343,,,Thailand
,Timor-Leste,2020-04-07,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-04-07,14.058323999999999,108.277199,POINT(108.277199 14.058324),249,0,123,126,,,Vietnam
,Brunei,2020-12-23,4.5353,114.7277,POINT(114.7277 4.5353),152,3,149,0,,,Brunei
,Burma,2020-12-23,21.9162,95.956,POINT(95.956 21.9162),118869,2507,99325,17037,,,Burma
,Cambodia,2020-12-23,11.55,104.9167,POINT(104.9167 11.55),363,0,349,14,,,Cambodia
,Indonesia,2020-12-23,-0.7893,113.9213,POINT(113.9213 -0.7893),685639,20408,558703,106528,,,Indonesia
,Laos,2020-12-23,19.85627,102.495496,POINT(102.495496 19.85627),41,0,37,4,,,Laos
,Malaysia,2020-12-23,4.2104839999999992,101.975766,POINT(101.975766 4.210484),98737,444,80014,18279,,,Malaysia
,Philippines,2020-12-23,12.879721,121.774017,POINT(121.774017 12.879721),464004,9048,429972,24984,,,Philippines
,Singapore,2020-12-23,1.2833,103.8333,POINT(103.8333 1.2833),58482,29,58322,131,,,Singapore
,Thailand,2020-12-23,15.870032,100.992541,POINT(100.992541 15.870032),5762,60,4095,1607,,,Thailand
,Timor-Leste,2020-12-23,-8.874217,125.727539,POINT(125.727539 -8.874217),33,0,31,2,,,Timor-Leste
,Vietnam,2020-12-23,14.058324,108.277199,POINT(108.277199 14.058324),1421,35,1281,105,,,Vietnam
,Brunei,2020-06-18,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-06-18,21.9162,95.956,POINT(95.956 21.9162),286,6,187,93,,,Burma
,Cambodia,2020-06-18,11.55,104.9167,POINT(104.9167 11.55),129,0,126,3,,,Cambodia
,Indonesia,2020-06-18,-0.7893,113.9213,POINT(113.9213 -0.7893),42762,2339,16798,23625,,,Indonesia
,Laos,2020-06-18,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-18,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8529,121,8000,408,,,Malaysia
,Philippines,2020-06-18,12.879721,121.77401699999999,POINT(121.774017 12.879721),27799,1116,7090,19593,,,Philippines
,Singapore,2020-06-18,1.2833,103.8333,POINT(103.8333 1.2833),41473,26,32712,8735,,,Singapore
,Thailand,2020-06-18,15.870032,100.992541,POINT(100.992541 15.870032),3141,58,2997,86,,,Thailand
,Timor-Leste,2020-06-18,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-18,14.058323999999999,108.277199,POINT(108.277199 14.058324),342,0,325,17,,,Vietnam
,Brunei,2020-07-07,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-07,21.9162,95.956,POINT(95.956 21.9162),316,6,245,65,,,Burma
,Cambodia,2020-07-07,11.55,104.9167,POINT(104.9167 11.55),141,0,131,10,,,Cambodia
,Indonesia,2020-07-07,-0.7893,113.9213,POINT(113.9213 -0.7893),66226,3309,30785,32132,,,Indonesia
,Laos,2020-07-07,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-07,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8674,121,8481,72,,,Malaysia
,Philippines,2020-07-07,12.879721,121.77401699999999,POINT(121.774017 12.879721),47873,1309,12386,34178,,,Philippines
,Singapore,2020-07-07,1.2833,103.8333,POINT(103.8333 1.2833),45140,26,41002,4112,,,Singapore
,Thailand,2020-07-07,15.870032,100.992541,POINT(100.992541 15.870032),3197,58,3074,65,,,Thailand
,Timor-Leste,2020-07-07,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-07,14.058323999999999,108.277199,POINT(108.277199 14.058324),369,0,342,27,,,Vietnam
,Brunei,2020-09-13,4.5353,114.7277,POINT(114.7277 4.5353),145,3,139,3,,,Brunei
,Burma,2020-09-13,21.9162,95.956,POINT(95.956 21.9162),3015,24,699,2292,,,Burma
,Cambodia,2020-09-13,11.55,104.9167,POINT(104.9167 11.55),275,0,274,1,,,Cambodia
,Indonesia,2020-09-13,-0.7893,113.9213,POINT(113.9213 -0.7893),218382,8723,155010,54649,,,Indonesia
,Laos,2020-09-13,19.85627,102.495496,POINT(102.495496 19.85627),23,0,21,2,,,Laos
,Malaysia,2020-09-13,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9915,128,9196,591,,,Malaysia
,Philippines,2020-09-13,12.879721,121.774017,POINT(121.774017 12.879721),261216,4371,207568,49277,,,Philippines
,Singapore,2020-09-13,1.2833,103.8333,POINT(103.8333 1.2833),57406,27,56764,615,,,Singapore
,Thailand,2020-09-13,15.870032,100.992541,POINT(100.992541 15.870032),3475,58,3312,105,,,Thailand
,Timor-Leste,2020-09-13,-8.874217,125.727539,POINT(125.727539 -8.874217),27,0,25,2,,,Timor-Leste
,Vietnam,2020-09-13,14.058324,108.277199,POINT(108.277199 14.058324),1063,35,918,110,,,Vietnam
,Brunei,2020-10-28,4.5353,114.7277,POINT(114.7277 4.5353),148,3,143,2,,,Brunei
,Burma,2020-10-28,21.9162,95.956,POINT(95.956 21.9162),49072,1172,28636,19264,,,Burma
,Cambodia,2020-10-28,11.55,104.9167,POINT(104.9167 11.55),290,0,283,7,,,Cambodia
,Indonesia,2020-10-28,-0.7893,113.9213,POINT(113.9213 -0.7893),400483,13612,325793,61078,,,Indonesia
,Laos,2020-10-28,19.85627,102.495496,POINT(102.495496 19.85627),24,0,22,2,,,Laos
,Malaysia,2020-10-28,4.2104839999999992,101.975766,POINT(101.975766 4.210484),29441,246,19072,10123,,,Malaysia
,Philippines,2020-10-28,12.879721,121.774017,POINT(121.774017 12.879721),375180,7114,329111,38955,,,Philippines
,Singapore,2020-10-28,1.2833,103.8333,POINT(103.8333 1.2833),57987,28,57890,69,,,Singapore
,Thailand,2020-10-28,15.870032,100.992541,POINT(100.992541 15.870032),3763,59,3570,134,,,Thailand
,Timor-Leste,2020-10-28,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,29,1,,,Timor-Leste
,Vietnam,2020-10-28,14.058324,108.277199,POINT(108.277199 14.058324),1173,35,1062,76,,,Vietnam
,Brunei,2020-08-07,4.5353,114.7277,POINT(114.7277 4.5353),142,3,138,1,,,Brunei
,Burma,2020-08-07,21.9162,95.956,POINT(95.956 21.9162),359,6,309,44,,,Burma
,Cambodia,2020-08-07,11.55,104.9167,POINT(104.9167 11.55),246,0,215,31,,,Cambodia
,Indonesia,2020-08-07,-0.7893,113.9213,POINT(113.9213 -0.7893),121226,5593,77557,38076,,,Indonesia
,Laos,2020-08-07,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-08-07,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9063,125,8728,210,,,Malaysia
,Philippines,2020-08-07,12.879721,121.774017,POINT(121.774017 12.879721),122754,2168,66852,53734,,,Philippines
,Singapore,2020-08-07,1.2833,103.8333,POINT(103.8333 1.2833),54797,27,48312,6458,,,Singapore
,Thailand,2020-08-07,15.870032,100.992541,POINT(100.992541 15.870032),3345,58,3148,139,,,Thailand
,Timor-Leste,2020-08-07,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,24,1,,,Timor-Leste
,Vietnam,2020-08-07,14.058324,108.277199,POINT(108.277199 14.058324),789,10,395,384,,,Vietnam
,Brunei,2020-07-18,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-18,21.9162,95.956,POINT(95.956 21.9162),340,6,273,61,,,Burma
,Cambodia,2020-07-18,11.55,104.9167,POINT(104.9167 11.55),171,0,133,38,,,Cambodia
,Indonesia,2020-07-18,-0.7893,113.9213,POINT(113.9213 -0.7893),84882,4016,43268,37598,,,Indonesia
,Laos,2020-07-18,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-18,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8764,122,8546,96,,,Malaysia
,Philippines,2020-07-18,12.879721,121.77401699999999,POINT(121.774017 12.879721),65304,1773,22067,41464,,,Philippines
,Singapore,2020-07-18,1.2833,103.8333,POINT(103.8333 1.2833),47655,27,43833,3795,,,Singapore
,Thailand,2020-07-18,15.870032,100.992541,POINT(100.992541 15.870032),3246,58,3096,92,,,Thailand
,Timor-Leste,2020-07-18,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-18,14.058323999999999,108.277199,POINT(108.277199 14.058324),382,0,357,25,,,Vietnam
,Brunei,2020-10-07,4.5353,114.7277,POINT(114.7277 4.5353),146,3,143,0,,,Brunei
,Burma,2020-10-07,21.9162,95.956,POINT(95.956 21.9162),21433,510,6084,14839,,,Burma
,Cambodia,2020-10-07,11.55,104.9167,POINT(104.9167 11.55),281,0,276,5,,,Cambodia
,Indonesia,2020-10-07,-0.7893,113.9213,POINT(113.9213 -0.7893),315714,11472,240291,63951,,,Indonesia
,Laos,2020-10-07,19.85627,102.495496,POINT(102.495496 19.85627),23,0,22,1,,,Laos
,Malaysia,2020-10-07,4.2104839999999992,101.975766,POINT(101.975766 4.210484),13993,141,10501,3351,,,Malaysia
,Philippines,2020-10-07,12.879721,121.774017,POINT(121.774017 12.879721),329637,5925,273723,49989,,,Philippines
,Singapore,2020-10-07,1.2833,103.8333,POINT(103.8333 1.2833),57840,27,57624,189,,,Singapore
,Thailand,2020-10-07,15.870032,100.992541,POINT(100.992541 15.870032),3622,59,3439,124,,,Thailand
,Timor-Leste,2020-10-07,-8.874217,125.727539,POINT(125.727539 -8.874217),28,0,28,0,,,Timor-Leste
,Vietnam,2020-10-07,14.058324,108.277199,POINT(108.277199 14.058324),1099,35,1023,41,,,Vietnam
,Brunei,2020-07-02,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-02,21.9162,95.956,POINT(95.956 21.9162),304,6,223,75,,,Burma
,Cambodia,2020-07-02,11.55,104.9167,POINT(104.9167 11.55),141,0,131,10,,,Cambodia
,Indonesia,2020-07-02,-0.7893,113.9213,POINT(113.9213 -0.7893),59394,2987,26667,29740,,,Indonesia
,Laos,2020-07-02,19.85627,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-07-02,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8643,121,8437,85,,,Malaysia
,Philippines,2020-07-02,12.879721,121.774017,POINT(121.774017 12.879721),38805,1274,10673,26858,,,Philippines
,Singapore,2020-07-02,1.2833,103.8333,POINT(103.8333 1.2833),44310,26,39429,4855,,,Singapore
,Thailand,2020-07-02,15.870032,100.992541,POINT(100.992541 15.870032),3179,58,3059,62,,,Thailand
,Timor-Leste,2020-07-02,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-02,14.058324,108.277199,POINT(108.277199 14.058324),355,0,340,15,,,Vietnam
,Brunei,2020-12-16,4.5353,114.7277,POINT(114.7277 4.5353),152,3,148,1,,,Brunei
,Burma,2020-12-16,21.9162,95.956,POINT(95.956 21.9162),111900,2346,90453,19101,,,Burma
,Cambodia,2020-12-16,11.55,104.9167,POINT(104.9167 11.55),362,0,324,38,,,Cambodia
,Indonesia,2020-12-16,-0.7893,113.9213,POINT(113.9213 -0.7893),636154,19248,521984,94922,,,Indonesia
,Laos,2020-12-16,19.85627,102.495496,POINT(102.495496 19.85627),41,0,36,5,,,Laos
,Malaysia,2020-12-16,4.2104839999999992,101.975766,POINT(101.975766 4.210484),87913,429,72733,14751,,,Malaysia
,Philippines,2020-12-16,12.879721,121.774017,POINT(121.774017 12.879721),452988,8833,419282,24873,,,Philippines
,Singapore,2020-12-16,1.2833,103.8333,POINT(103.8333 1.2833),58353,29,58238,86,,,Singapore
,Thailand,2020-12-16,15.870032,100.992541,POINT(100.992541 15.870032),4281,60,3989,232,,,Thailand
,Timor-Leste,2020-12-16,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,30,1,,,Timor-Leste
,Vietnam,2020-12-16,14.058324,108.277199,POINT(108.277199 14.058324),1405,35,1252,118,,,Vietnam
,Brunei,2020-08-11,4.5353,114.7277,POINT(114.7277 4.5353),142,3,138,1,,,Brunei
,Burma,2020-08-11,21.9162,95.956,POINT(95.956 21.9162),360,6,313,41,,,Burma
,Cambodia,2020-08-11,11.55,104.9167,POINT(104.9167 11.55),268,0,220,48,,,Cambodia
,Indonesia,2020-08-11,-0.7893,113.9213,POINT(113.9213 -0.7893),128776,5824,83710,39242,,,Indonesia
,Laos,2020-08-11,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-08-11,4.2104839999999992,101.975766,POINT(101.975766 4.210484),9103,125,8809,169,,,Malaysia
,Philippines,2020-08-11,12.879721,121.774017,POINT(121.774017 12.879721),139538,2312,68432,68794,,,Philippines
,Singapore,2020-08-11,1.2833,103.8333,POINT(103.8333 1.2833),55353,27,50128,5198,,,Singapore
,Thailand,2020-08-11,15.870032,100.992541,POINT(100.992541 15.870032),3351,58,3163,130,,,Thailand
,Timor-Leste,2020-08-11,-8.874217,125.727539,POINT(125.727539 -8.874217),25,0,24,1,,,Timor-Leste
,Vietnam,2020-08-11,14.058324,108.277199,POINT(108.277199 14.058324),866,16,451,399,,,Vietnam
,Brunei,2020-10-25,4.5353,114.7277,POINT(114.7277 4.5353),148,3,143,2,,,Brunei
,Burma,2020-10-25,21.9162,95.956,POINT(95.956 21.9162),44774,1095,24920,18759,,,Burma
,Cambodia,2020-10-25,11.55,104.9167,POINT(104.9167 11.55),287,0,283,4,,,Cambodia
,Indonesia,2020-10-25,-0.7893,113.9213,POINT(113.9213 -0.7893),389712,13299,313764,62649,,,Indonesia
,Laos,2020-10-25,19.85627,102.495496,POINT(102.495496 19.85627),24,0,22,2,,,Laos
,Malaysia,2020-10-25,4.2104839999999992,101.975766,POINT(101.975766 4.210484),26565,229,17134,9202,,,Malaysia
,Philippines,2020-10-25,12.879721,121.774017,POINT(121.774017 12.879721),370028,6977,328036,35015,,,Philippines
,Singapore,2020-10-25,1.2833,103.8333,POINT(103.8333 1.2833),57970,28,57858,84,,,Singapore
,Thailand,2020-10-25,15.870032,100.992541,POINT(100.992541 15.870032),3736,59,3530,147,,,Thailand
,Timor-Leste,2020-10-25,-8.874217,125.727539,POINT(125.727539 -8.874217),29,0,28,1,,,Timor-Leste
,Vietnam,2020-10-25,14.058324,108.277199,POINT(108.277199 14.058324),1168,35,1057,76,,,Vietnam
,Brunei,2020-04-10,4.5353,114.7277,POINT(114.7277 4.5353),136,1,99,36,,,Brunei
,Burma,2020-04-10,21.9162,95.956,POINT(95.956 21.9162),27,3,2,22,,,Burma
,Cambodia,2020-04-10,11.55,104.9167,POINT(104.9167 11.55),119,0,72,47,,,Cambodia
,Indonesia,2020-04-10,-0.7893,113.9213,POINT(113.9213 -0.7893),3512,306,282,2924,,,Indonesia
,Laos,2020-04-10,19.856270000000002,102.495496,POINT(102.495496 19.85627),16,0,0,16,,,Laos
,Malaysia,2020-04-10,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),4346,70,1830,2446,,,Malaysia
,Philippines,2020-04-10,12.879721,121.77401699999999,POINT(121.774017 12.879721),4195,221,140,3834,,,Philippines
